CLONE,YEAR,STAGE,LOC,CROP,REP,T_SPACRE,TRS_TON,TCA,POPN,MSTWT,FIBER,,,
HOCP04-838,2015,5,STJOHN,0,3,9174,76    287.720,31.9,46893.7,1.36,,,,
HOCP00-950,2016,5,ALMA,2,1,4902,80    326.817,15,22061.2,1.36,,,,
HOCP96-540,2019,5,ALMA,3,1,4011,34    223.081,18,26443.4,1.36,,,,
L03-371,2015,5,FMARTIN,2,1,4467,52    309.512,14.4,21226.5,1.36,,,,
L01-299,2016,5,BONSECOUR,2,2,6927,99    294.612,23.5,34581.8,1.36,,,,
L01-283,2017,3,AFH,2,1,8434,28    300.387,28.1,41291.2,1.36,,,,
HOCP04-838,2014,5,FMARTIN,2,2,6375,48    269.490,23.7,34790.5,1.36,,,,
HOCP04-838,2019,5,GLENWOOD,4,2,5213,70    204.441,25.5,37503.3,1.36,,,,
L01-283,2019,5,GLENWOOD,4,3,5454,66    236.235,23.1,33955.8,1.36,,,,
L01-299,2019,5,RHEBERT,3,3,7327,58    241.620,30.3,44598.3,1.36,,,,
HOCP04-838,2015,5,MAGNOLIA,2,1,9959,34    309.570,32.2,47311.1,1.36,,,,
L01-283,2016,5,BRUNSWICK,2,2,5703,64    273.956,20.8,30617,1.36,,,,
L03-371,2014,3,MEL,1,1,7092,79    276.292,25.7,37752,1.36,,,,
L03-371,2014,3,STO,1,1,7092,79    276.292,25.7,37752,1.36,,,,
L01-299,2018,3,IRS,3,1,5893,82    203.209,29,42652.5,1.36,,,,
HOCP04-838,2019,5,MARY,1,2,4524,71    197.159,22.9,33625.6,1.365,,,,
HOCP00-950,2010,5,ALMA,2,2,7141,20    268.060,26.6,38890.9,1.37,,,,
HOCP04-838,2010,5,FMARTIN,2,3,5437,59    293.100,18.6,27083.2,1.37,,,,
HOCP00-950,2011,5,ALLAINS,2,3,7091,10    329.330,21.5,31433.4,1.37,,,,
HOCP00-950,2011,5,BONSECOUR,3,3,6444,71    270.760,23.8,34747.8,1.37,,,,
HOCP00-950,2011,5,STJOHN,1,1,5584,54    315.500,17.7,25840.3,1.37,,,,
HOCP96-540,2011,5,BRUNSWICK,3,1,3270,81    200.890,16.3,23768.7,1.37,,,,
L01-283,2011,5,FMARTIN,1,2,5461,47    332.540,16.4,23975.9,1.37,,,,
L03-371,2011,5,BRUNSWICK,0,1,7216,21    226.280,31.9,46555.6,1.37,,,,
L99-233,2011,5,MAGNOLIA,1,1,6945,30    272.310,25.5,37233.7,1.37,,,,
HOCP00-950,2012,5,ALLAINS,1,1,5385,77    345.860,15.6,22733,1.37,,,,
L01-283,2012,5,LANAUX,2,3,7971,61    248.860,32,46762.7,1.37,,,,
L99-233,2012,5,GLENWOOD,3,3,7542,26    264.780,28.5,41583.9,1.37,,,,
HOCP00-950,2013,5,FMARTIN,2,2,8198,95    328.780,24.9,36405.1,1.37,,,,
HOCP04-838,2013,5,GLENWOOD,1,2,8907,38    288.290,30.9,45105.5,1.37,,,,
HOCP00-950,2015,5,STJOHN,2,1,6938,44    320.130,21.7,31640.5,1.37,,,,
L01-283,2017,5,BRUNSWICK,3,1,6474,43    302.685,21.4,31226.2,1.37,,,,
L01-283,2019,5,STJOHN,1,3,7277,49    309.437,23.5,34333.5,1.37,,,,
L01-283,2017,3,IRS,3,1,13269,37    279.946,47.4,69196.8,1.37,,,,
HOCP04-838,2018,5,BRUNSWICK,3,1,4234,31    182.241,23.2,33919.2,1.37,,,,
L01-299,2018,5,BRUNSWICK,2,2,10899,37    243.270,44.8,65406.5,1.37,,,,
L01-283,2017,5,ALMA,3,2,6673,55    229.706,29.1,42412.5,1.37,,,,
HOCP04-838,2016,5,ALLAINS,2,1,5386,76    342.800,15.7,22940.1,1.37,,,,
HOCP04-838,2016,5,FMARTIN,2,2,5745,53    287.693,20,29154.7,1.37,,,,
HOCP96-540,2016,5,ALLAINS,1,2,2811,64    320.931,8.8,12789.6,1.37,,,,
L01-299,2016,5,RHEBERT,2,1,8575,28    252.072,34,49662.9,1.37,,,,
L01-299,2017,4,BLK,3,1,.,.,40.2,58742.6,1.37,,,,
HOCP04-838,2017,5,ALMA,1,3,8350,83    302.198,27.6,40341,1.37,,,,
HOCP04-838,2015,5,RHEBERT,3,3,7609,58    263.210,28.9,42205.4,1.37,,,,
L99-233,2015,5,ALLAINS,3,3,5084,81    315.050,16.1,23561.6,1.37,,,,
L99-233,2015,5,RHEBERT,3,2,7573,87    244.010,31,45312.7,1.37,,,,
L01-283,2016,5,ALLAINS,3,1,5310,22    329.016,16.1,23561.6,1.37,,,,
L01-299,2014,3,WES,3,1,8122,47    284.049,28.6,41745,1.37,,,,
HOCP00-950,2016,5,FMARTIN,2,2,4340,24    322.848,13.4,19625.7,1.37,,,,
HOCP04-838,2017,3,STG,2,1,10348,51    302.676,34.2,49912.5,1.37,,,,
L01-299,2018,5,BRUNSWICK,3,2,7394,73    224.874,32.9,48005.7,1.37,,,,
HO95-988,2010,5,MAGNOLIA,2,3,4209,04    232.170,18.1,26274.1,1.38,,,,
HOCP04-838,2010,5,LANDRY,2,3,6228,54    202.500,30.8,44577.1,1.38,,,,
HOCP04-838,2010,5,STJOHN,2,3,6456,23    243.620,26.5,38407.6,1.38,,,,
L97-128,2010,5,ALMA,2,3,3688,36    268.630,13.7,19898.9,1.38,,,,
L99-233,2010,5,GLENWOOD,3,2,3442,21    227.220,15.1,21955.4,1.38,,,,
HO95-988,2011,5,RHEBERT,3,2,5505,66    257.360,21.4,31004.1,1.38,,,,
HOCP04-838,2011,5,MAGNOLIA,2,2,7590,09    304.330,24.9,36145.4,1.38,,,,
HOCP96-540,2011,5,GLENWOOD,1,3,10263,32    305.490,33.6,48690.2,1.38,,,,
L01-299,2011,5,BONSECOUR,3,3,8938,78    280.270,31.9,46222.3,1.38,,,,
L01-299,2011,5,RHEBERT,3,3,8596,01    279.470,30.8,44577.1,1.38,,,,
L03-371,2011,5,MARY,2,3,6159,48    326.960,18.8,27302.3,1.38,,,,
L99-226,2011,5,MARY,2,3,7545,65    320.800,23.5,34088.9,1.38,,,,
L99-233,2011,5,BONSECOUR,3,3,6671,02    233.010,28.6,41492.3,1.38,,,,
HOCP00-950,2012,5,ALLAINS,0,2,8346,00    320.070,26.1,37790.6,1.38,,,,
HOCP04-838,2012,5,BRUNSWICK,3,1,4468,52    239.000,18.7,27096.7,1.38,,,,
HOCP96-540,2012,5,MARY,2,3,5814,01    297.420,19.5,28330.6,1.38,,,,
L03-371,2012,5,BONSECOUR,3,2,7547,06    320.860,23.5,34088.9,1.38,,,,
HOCP04-838,2013,5,FMARTIN,2,2,8595,91    303.250,28.3,41081,1.38,,,,
L99-233,2013,5,GLENWOOD,1,3,6894,29    270.280,25.5,36968,1.38,,,,
HOCP04-838,2014,5,MARY,2,2,5818,00    299.801,19.4,28124.9,1.38,,,,
L01-299,2019,5,GLENWOOD,1,1,8977,96    253.322,35.4,51363.6,1.38,,,,
L01-283,2019,5,ALLAINS,1,2,6500,11    294.092,22.1,32032.3,1.38,,,,
HOCP00-950,2015,5,FMARTIN,1,1,5346,07    297.214,18,26068.4,1.38,,,,
HOCP00-950,2015,5,FMARTIN,1,2,6269,34    291.127,21.5,31209.7,1.38,,,,
HOCP04-838,2016,5,LANDRY,1,2,6232,22    289.403,21.5,31209.7,1.38,,,,
L01-283,2016,5,BRUNSWICK,3,1,6249,84    290.221,21.5,31209.7,1.38,,,,
L03-371,2016,5,LANDRY,2,1,6324,06    293.668,21.5,31209.7,1.38,,,,
L01-299,2019,5,ALLAINS,2,1,4865,12    279.289,17.4,25245.8,1.38,,,,
L03-371,2015,5,ALLAINS,2,1,5659,92    335.860,16.9,24423.2,1.38,,,,
HOCP04-838,2016,5,GLENWOOD,2,2,6011,70    298.855,20.1,29153.2,1.38,,,,
HOCP04-838,2017,3,AFH,1,1,6016,61    295.647,20.4,29493.7,1.38,,,,
L01-283,2015,5,MARY,1,1,6048,83    242.532,24.9,36145.4,1.38,,,,
HOCP04-838,2016,5,RHEBERT,3,2,6876,96    275.736,24.9,36145.4,1.38,,,,
L01-283,2016,5,ALMA,2,2,7831,77    314.020,24.9,36145.4,1.38,,,,
L01-283,2017,5,LANDRY,3,1,6492,86    291.890,22.2,32238,1.38,,,,
HOCP96-540,2019,5,BRUNSWICK,3,1,5113,38    273.491,18.7,27096.7,1.38,,,,
HOCP04-838,2015,5,RHEBERT,2,3,6172,20    253.242,24.4,35322.8,1.38,,,,
HOCP96-540,2015,5,ALLAINS,3,1,5962,03    328.864,18.1,26274.1,1.38,,,,
L99-226,2017,5,LANDRY,3,3,6255,88    253.721,24.7,35734.1,1.38,,,,
L01-283,2019,5,MAGNOLIA,1,1,5889,77    282.819,20.8,30181.5,1.38,,,,
HOCP96-540,2015,5,ALLAINS,1,3,6949,50    352.945,19.7,28536.3,1.38,,,,
HOCP96-540,2016,5,LANAUX,2,2,4557,80    277.469,16.4,23806.3,1.38,,,,
L03-371,2016,5,ALLAINS,2,2,4771,76    347.537,13.7,19898.9,1.38,,,,
L01-283,2017,5,LANDRY,2,1,6999,86    261.335,26.8,38818.9,1.38,,,,
L01-299,2019,3,STG,3,1,7097,54    231.321,30.7,44467.5,1.38,,,,
L01-283,2010,5,ALMA,2,3,5321,80    243.880,21.8,31397.6,1.39,,,,
L01-283,2010,5,BONSECOUR,2,3,7632,03    276.130,27.6,39768.7,1.39,,,,
L01-283,2010,5,GLENWOOD,2,2,8849,80    245.750,36,51814.9,1.39,,,,
L99-233,2010,5,FMARTIN,2,3,7256,02    281.300,25.8,37114.5,1.39,,,,
HOCP00-950,2011,5,GLENWOOD,1,2,13076,86    319.120,41,58960.9,1.39,,,,
HOCP00-950,2011,5,LANAUX,3,1,5664,26    287.630,19.7,28335,1.39,,,,
L01-283,2011,5,GLENWOOD,3,1,9415,01    266.700,35.3,50794,1.39,,,,
L97-128,2011,5,LANAUX,3,1,5362,75    264.690,20.3,29151.7,1.39,,,,
L99-233,2011,5,BONSECOUR,2,2,6439,41    219.460,29.3,42218.8,1.39,,,,
L99-233,2011,5,BRUNSWICK,2,3,6609,42    224.170,29.5,42423,1.39,,,,
L01-283,2012,5,FMARTIN,1,2,8897,58    315.440,28.2,40585.4,1.39,,,,
L01-283,2012,5,MARY,2,1,6150,77    278.250,22.1,31806,1.39,,,,
L01-283,2013,5,STJOHN,0,3,9929,60    264.280,37.6,54060.8,1.39,,,,
L03-371,2013,5,GLENWOOD,3,1,5283,49    286.900,18.4,26497.5,1.39,,,,
HOCP96-540,2014,5,MAGNOLIA,2,1,3279,97    275.897,11.9,17105.5,1.39,,,,
HOCP96-540,2016,5,BRUNSWICK,3,2,3185,46    247.286,12.9,18534.7,1.39,,,,
HOCP04-838,2014,5,FMARTIN,2,3,6016,93    263.731,22.8,32826.8,1.39,,,,
L03-371,2015,5,GLENWOOD,2,2,9925,68    324.165,30.6,44056.3,1.39,,,,
L01-283,2019,5,GLENWOOD,2,2,9633,10    298.036,32.3,46506.4,1.39,,,,
HOCP00-950,2015,5,FMARTIN,2,3,5381,17    330.391,16.3,23434.9,1.39,,,,
L01-299,2016,5,BRUNSWICK,2,3,5661,53    225.693,25.1,36093.6,1.39,,,,
HOCP04-838,2019,5,STJOHN,3,3,5136,80    163.965,31.3,45077.2,1.39,,,,
L01-299,2019,5,BRUNSWICK,2,3,6663,43    236.234,28.2,40585.4,1.39,,,,
HOCP00-950,2015,5,MARY,2,1,6849,10    277.748,24.7,35481.1,1.39,,,,
L01-299,2017,3,IRS,3,2,8805,97    305.180,28.9,41518.1,1.39,,,,
L01-283,2019,5,STJOHN,3,3,5890,86    204.725,28.8,41402.1,1.39,,,,
L01-283,2015,5,GLENWOOD,2,1,10294,42    317.104,32.5,46710.6,1.39,,,,
HOCP04-838,2019,5,MARY,2,1,3725,21    213.816,17.4,25068.3,1.39,,,,
HOCP04-838,2015,5,LANAUX,3,2,6370,45    246.969,25.8,37114.5,1.39,,,,
L03-371,2015,5,GLENWOOD,1,3,6621,42    313.635,21.1,30376.8,1.39,,,,
HOCP96-540,2016,5,GLENWOOD,1,2,5795,71    274.524,21.1,30376.8,1.39,,,,
L01-299,2019,5,GLENWOOD,1,2,11151,40    295.682,37.7,54265,1.39,,,,
L01-283,2015,5,MARY,1,3,7919,38    247.186,32,46098.1,1.39,,,,
L01-283,2010,5,ALMA,2,1,7132,06    221.610,32.2,45975.6,1.4,,,,
HOCP00-950,2011,5,BONSECOUR,3,2,7187,69    286.500,25.1,35839.8,1.4,,,,
HOCP04-838,2011,5,ALLAINS,2,3,7296,24    304.610,24,34218.1,1.4,,,,
HOCP96-540,2011,5,ALLAINS,2,3,6089,91    280.870,21.7,30974.7,1.4,,,,
L03-371,2011,5,MAGNOLIA,2,2,7094,53    305.230,23.2,33204.6,1.4,,,,
L99-233,2011,5,ALLAINS,2,2,6213,29    286.560,21.7,30974.7,1.4,,,,
HOCP00-950,2012,5,FMARTIN,1,2,9522,08    359.230,26.5,37867,1.4,,,,
L03-371,2012,5,ALLAINS,3,1,7851,56    337.800,23.2,33204.6,1.4,,,,
HOCP04-838,2013,3,AFH,1,2,7197,06    273.000,26.4,37661.2,1.4,,,,
HOCP00-950,2013,5,LANAUX,3,3,6584,88    309.780,21.3,30366.6,1.4,,,,
HOCP04-838,2013,5,ALMA,1,2,4533,53    189.270,24,34218.1,1.4,,,,
L01-283,2013,5,BRUNSWICK,0,2,7255,41    276.680,26.2,37461.6,1.4,,,,
L01-299,2013,5,RHEBERT,2,2,10374,24    277.140,37.4,53476,1.4,,,,
L03-371,2013,5,GLENWOOD,2,2,6559,06    220.320,29.8,42529.4,1.4,,,,
L99-233,2013,5,ALLAINS,3,3,5137,06    290.080,17.7,25298.7,1.4,,,,
HOCP04-838,2016,5,GLENWOOD,1,2,7115,68    272.828,26.1,37258.8,1.4,,,,
HOCP04-838,2016,5,LANDRY,1,1,6549,76    271.835,24.1,34420.8,1.4,,,,
HOCP96-540,2019,5,STJOHN,2,1,4514,51    224.363,20.1,28744.8,1.4,,,,
L01-283,2018,3,AFH,2,2,5861,37    269.398,21.8,31081.8,1.4,,,,
HOCP00-950,2015,5,FMARTIN,1,3,7255,22    281.238,25.8,36853.4,1.4,,,,
L01-283,2015,5,MAGNOLIA,2,2,7561,26    331.379,22.8,32596.4,1.4,,,,
HOCP04-838,2017,3,IRS,3,2,7986,64    276.318,28.9,41291.2,1.4,,,,
L99-233,2014,5,FMARTIN,2,3,6363,90    201.292,31.6,45164.7,1.4,,,,
HOCP04-838,2015,5,STJOHN,0,1,7681,98    259.275,29.6,42326.7,1.4,,,,
L03-371,2015,5,BONSECOUR,1,2,6098,51    309.636,19.7,28136.7,1.4,,,,
HOCP96-540,2016,5,FMARTIN,2,3,4753,49    268.420,17.7,25298.7,1.4,,,,
L01-299,2019,5,STJOHN,3,1,6173,17    215.578,28.6,40907.7,1.4,,,,
L01-299,2014,3,AFH,2,2,8133,98    252.303,32.2,46055.6,1.4,,,,
L03-371,2014,5,MARY,2,1,4174,74    307.101,13.6,19420,1.4,,,,
HOCP00-950,2015,5,MARY,1,3,6082,98    269.950,22.5,32191,1.4,,,,
HOCP96-540,2015,5,ALMA,2,1,4743,83    230.876,20.5,29353,1.4,,,,
L01-283,2015,5,MAGNOLIA,2,3,8978,75    338.732,26.5,37867,1.4,,,,
HOCP96-540,2016,5,LANDRY,2,2,6504,83    301.983,21.5,30772,1.4,,,,
L01-283,2016,5,BRUNSWICK,3,2,4264,62    257.309,16.6,23677,1.4,,,,
L99-226,2017,3,AFH,3,1,7998,71    294.537,27.2,38795.6,1.4,,,,
HOCP04-838,2019,5,GLENWOOD,2,3,7144,01    259.780,27.5,39286,1.4,,,,
L01-283,2019,5,STJOHN,2,2,6487,08    235.892,27.5,39286,1.4,,,,
L01-283,2015,5,RHEBERT,2,2,8831,45    291.100,30.3,43340.3,1.4,,,,
L03-371,2015,5,ALMA,2,3,4130,72    224.269,18.4,26312.3,1.4,,,,
L01-283,2017,5,MARY,1,1,5614,58    322.208,17.4,24893.3,1.4,,,,
HOCP96-540,2019,5,ALMA,2,3,4706,84    230.668,20.4,29150.3,1.4,,,,
HOCP96-540,2019,5,ALMA,3,2,4088,15    221.958,18.4,26312.3,1.4,,,,
HOCP04-838,2016,3,MEL,1,2,7443,79    329.154,22.6,32307,1.4,,,,
HOCP04-838,2016,3,STO,1,2,7443,79    329.154,22.6,32307,1.4,,,,
L01-283,2016,5,MARY,1,3,6675,82    314.059,21.3,30366.6,1.4,,,,
HOCP96-540,2017,5,MAGNOLIA,2,2,4060,96    265.478,15.3,21852.6,1.4,,,,
HOCP00-950,2010,5,RHEBERT,1,2,9242,68    311.920,29.6,42030.5,1.41,,,,
L01-283,2010,5,BONSECOUR,3,2,7611,90    249.710,30.5,43238.2,1.41,,,,
L03-371,2010,5,ALMA,3,2,6685,87    212.410,31.5,44647.1,1.41,,,,
HO95-988,2011,5,STJOHN,3,1,7531,06    307.100,24.5,34784.6,1.41,,,,
L01-283,2011,5,MAGNOLIA,1,1,7009,27    307.150,22.8,32369.3,1.41,,,,
L03-371,2011,5,RHEBERT,2,1,6672,85    296.090,22.5,31966.7,1.41,,,,
L99-233,2011,5,STJOHN,3,1,5822,43    265.030,22,31161.6,1.41,,,,
HOCP00-950,2012,5,BRUNSWICK,3,1,7433,82    246.160,30.2,42835.6,1.41,,,,
HOCP04-838,2012,5,ALLAINS,3,1,5543,88    320.710,17.3,24519.5,1.41,,,,
HOCP04-838,2013,5,BONSECOUR,3,1,7187,25    286.450,25.1,35589.7,1.41,,,,
HOCP04-838,2013,5,MAGNOLIA,1,1,6620,41    290.110,22.8,32369.3,1.41,,,,
L01-283,2013,5,BONSECOUR,3,2,6801,86    294.400,23.1,32771.8,1.41,,,,
L01-299,2013,5,MARY,2,2,8762,32    259.650,33.7,47867.6,1.41,,,,
L01-283,2015,5,ALLAINS,0,3,8450,38    318.765,26.5,37602.4,1.41,,,,
L01-283,2016,5,ALMA,2,3,7052,30    314.910,22.4,31765.4,1.41,,,,
L01-299,2016,5,RHEBERT,2,3,8929,85    253.937,35.2,49880.3,1.41,,,,
HOCP04-838,2017,5,BRUNSWICK,2,3,4811,91    273.870,17.6,24922,1.41,,,,
L01-299,2019,5,MAGNOLIA,1,3,4535,49    258.137,17.6,24922,1.41,,,,
L01-299,2017,5,STJOHN,2,2,6658,62    342.967,19.4,27538.6,1.41,,,,
HOCP00-950,2014,5,LANAUX,1,3,8831,70    302.395,29.2,41426.7,1.41,,,,
L01-283,2015,5,FMARTIN,2,2,4426,97    329.022,13.5,19085,1.41,,,,
HOCP04-838,2016,3,AFH,2,1,7752,19    266.304,29.1,41291.2,1.41,,,,
HOCP04-838,2016,3,IRS,1,1,4615,38    272.224,17,24048.7,1.41,,,,
L01-299,2016,5,GLENWOOD,1,2,7255,83    270.805,26.8,38005,1.41,,,,
L99-226,2017,3,AFH,3,2,6470,96    277.103,23.4,33123.7,1.41,,,,
HOCP04-838,2019,5,MARY,2,3,4445,41    197.253,22.5,31966.7,1.41,,,,
L01-283,2019,5,BRUNSWICK,3,1,7326,57    273.445,26.8,38005,1.41,,,,
L01-299,2019,5,ALLAINS,3,3,4528,57    225.030,20.1,28545,1.41,,,,
HOCP96-540,2015,5,FMARTIN,1,2,6171,21    280.906,22,31161.6,1.41,,,,
L01-299,2015,5,RHEBERT,3,3,7717,52    269.483,28.6,40621.6,1.41,,,,
L99-226,2015,5,BONSECOUR,3,3,5367,76    208.051,25.8,36596.1,1.41,,,,
HOCP00-950,2016,5,FMARTIN,1,2,6084,90    363.959,16.7,23714.4,1.41,,,,
L01-299,2019,5,STJOHN,2,3,8606,31    223.127,38.6,54711,1.41,,,,
L01-299,2019,5,LANDRY,1,2,4845,51    164.304,29.5,41683.5,1.415,,,,
HO95-988,2010,5,GLENWOOD,3,1,4821,91    252.010,19.1,26949,1.42,,,,
HOCP00-950,2010,5,BONSECOUR,3,2,6405,70    284.200,22.5,31745.6,1.42,,,,
HOCP00-950,2010,5,LANAUX,2,2,6591,89    312.110,21.1,29747,1.42,,,,
HOCP96-540,2010,5,GLENWOOD,3,3,2031,88    239.290,8.5,11959.5,1.42,,,,
L01-283,2010,5,ALMA,2,2,8111,49    262.410,30.9,43537.3,1.42,,,,
L01-299,2010,5,BONSECOUR,2,2,7457,18    252.850,29.5,41538.7,1.42,,,,
L99-233,2010,5,ALLAINS,1,2,6198,39    266.610,23.2,32744.9,1.42,,,,
HO95-988,2011,5,BONSECOUR,3,3,6298,76    267.660,23.5,33144.6,1.42,,,,
HO95-988,2011,5,LANAUX,3,2,7365,99    295.210,25,35143.2,1.42,,,,
HOCP00-950,2011,5,BONSECOUR,3,1,5932,33    292.680,20.3,28547.8,1.42,,,,
HOCP00-950,2011,5,MARY,2,2,4403,44    301.750,14.6,20553.5,1.42,,,,
L99-233,2011,5,RHEBERT,2,3,5463,70    240.890,22.7,31945.4,1.42,,,,
L01-283,2012,5,ALMA,2,1,7103,85    243.210,29.2,41139,1.42,,,,
L01-283,2012,5,FMARTIN,2,1,6042,18    320.540,18.9,26549.2,1.42,,,,
L01-283,2012,5,MAGNOLIA,1,1,7873,69    328.640,24,33744.2,1.42,,,,
L01-283,2012,5,MARY,1,1,10319,93    304.500,33.9,47734.3,1.42,,,,
L99-233,2012,5,LANAUX,3,2,9095,15    278.870,32.6,45935.6,1.42,,,,
L99-233,2012,5,LANAUX,3,3,6077,17    242.180,25.1,35343,1.42,,,,
HOCP00-950,2013,5,ALLAINS,2,2,8946,00    323.570,27.6,38940.5,1.42,,,,
HOCP00-950,2013,5,STJOHN,2,2,8881,93    331.460,26.8,37741.4,1.42,,,,
HOCP04-838,2013,5,MARY,2,3,7230,07    249.960,28.9,40739.2,1.42,,,,
L01-299,2013,5,ALMA,2,2,8872,62    233.450,38,53530.2,1.42,,,,
HOCP04-838,2015,5,ALLAINS,2,3,5771,67    318.165,18.1,25549.9,1.42,,,,
L01-283,2017,5,BRUNSWICK,3,2,8469,91    292.824,28.9,40739.2,1.42,,,,
HOCP04-838,2016,5,FMARTIN,0,1,7516,93    283.523,26.5,37341.6,1.42,,,,
L01-299,2019,5,ALMA,2,3,6431,52    236.261,27.2,38340.9,1.42,,,,
L03-371,2015,5,ALLAINS,2,3,7248,25    323.619,22.4,31545.7,1.42,,,,
HOCP04-838,2017,5,FMARTIN,2,3,7130,70    328.786,21.7,30546.4,1.42,,,,
HOCP04-838,2019,5,MAGNOLIA,1,3,3911,17    253.242,15.4,21752.6,1.42,,,,
L01-283,2019,5,ALLAINS,3,3,5026,92    270.757,18.6,26149.5,1.42,,,,
HOCP04-838,2017,5,ALMA,3,3,5491,48    240.609,22.8,32145.3,1.42,,,,
HOCP04-838,2017,5,MAGNOLIA,2,2,3224,46    284.613,11.3,15956.7,1.42,,,,
HOCP04-838,2019,5,BRUNSWICK,3,2,9869,31    268.703,36.7,51731.5,1.42,,,,
HOCP04-838,2017,5,LANDRY,3,1,6253,00    250.604,25,35143.2,1.42,,,,
HOCP96-540,2019,3,IRS,3,2,4442,82    224.238,19.8,27905.6,1.42,,,,
HOCP96-540,2015,5,BONSECOUR,3,3,5939,35    240.772,24.7,34743.5,1.42,,,,
HOCP00-950,2017,5,FMARTIN,2,3,8495,61    365.420,23.2,32744.9,1.42,,,,
HOCP00-950,2016,5,LANDRY,1,3,7572,81    340.266,22.3,31345.9,1.42,,,,
L01-283,2017,5,MARY,2,1,7485,14    336.326,22.3,31345.9,1.42,,,,
HOCP96-540,2018,5,ALMA,2,2,5541,69    218.371,25.4,35742.8,1.42,,,,
L01-283,2019,5,ALMA,3,1,6801,22    232.849,29.2,41139,1.42,,,,
L01-283,2019,5,LANDRY,3,3,6871,13    241.099,28.5,40139.7,1.42,,,,
L01-299,2019,5,GLENWOOD,4,1,5797,34    203.421,28.5,40139.7,1.42,,,,
L01-299,2014,5,BONSECOUR,3,3,8724,80    236.628,36.9,51931.4,1.42,,,,
HO95-988,2010,5,ALLAINS,2,2,3722,36    234.510,15.9,22199.9,1.43,,,,
HOCP00-950,2010,5,GLENWOOD,3,3,4645,35    277.760,16.7,23390.6,1.43,,,,
HOCP00-950,2010,5,LANDRY,2,3,6282,93    240.820,26.1,36489.1,1.43,,,,
HOCP00-950,2010,5,STJOHN,2,3,7718,12    284.980,27.1,37878.3,1.43,,,,
L01-283,2010,5,MAGNOLIA,2,2,5960,15    309.160,19.3,26962.9,1.43,,,,
L01-299,2010,5,STJOHN,2,3,9354,91    269.240,34.7,48595.2,1.43,,,,
L03-371,2010,5,LANDRY,2,1,7825,95    247.470,31.6,44229.1,1.43,,,,
L99-233,2010,5,STJOHN,2,3,9063,75    260.860,34.7,48595.2,1.43,,,,
HOCP00-950,2011,5,FMARTIN,1,3,5344,76    359.200,14.9,20810.6,1.43,,,,
L01-283,2011,5,LANAUX,3,1,7982,55    309.330,25.8,36092.2,1.43,,,,
L03-371,2011,5,LANAUX,2,3,9184,96    297.110,30.9,43236.8,1.43,,,,
HOCP04-838,2013,5,ALMA,2,1,6914,60    251.360,27.5,38473.7,1.43,,,,
HOCP04-838,2013,5,RHEBERT,3,1,7887,41    270.010,29.2,40855.2,1.43,,,,
L01-283,2016,5,ALMA,3,1,7033,60    275.588,25.5,35695.2,1.43,,,,
HOCP04-838,2019,5,HARPER,2,3,9886,10    234.688,42.1,58915.2,1.43,,,,
L01-299,2019,5,RHEBERT,3,2,8204,01    249.355,32.9,46015.2,1.43,,,,
HOCP96-540,2015,5,FMARTIN,2,3,4108,50    298.921,13.7,19222.9,1.43,,,,
L01-283,2016,5,BONSECOUR,3,1,7180,90    322.615,22.3,31130.6,1.43,,,,
L01-299,2016,5,ALMA,2,3,6479,67    282.118,23,32122.9,1.43,,,,
L03-371,2016,5,ALMA,3,3,4575,70    262.461,17.4,24382.9,1.43,,,,
L01-283,2017,5,ALMA,2,2,10247,82    325.514,31.5,44030.6,1.43,,,,
L01-283,2017,5,BRUNSWICK,2,3,6816,23    262.690,25.9,36290.6,1.43,,,,
L01-283,2019,3,IRS,1,1,8045,55    286.693,28.1,39249.3,1.43,,,,
HOCP04-838,2019,5,LANDRY,1,2,2195,43    107.547,20.4,28550.6,1.43,,,,
HOCP04-838,2015,5,STJOHN,2,3,8220,40    267.135,30.8,43038.3,1.43,,,,
L01-283,2018,5,BRUNSWICK,2,2,5823,32    215.017,27.1,37878.3,1.43,,,,
L01-283,2019,5,LANDRY,1,3,4742,31    163.937,28.9,40458.3,1.43,,,,
L01-283,2016,5,GLENWOOD,0,3,8478,41    282.022,30.1,42046,1.43,,,,
L01-299,2016,5,ALLAINS,3,1,6769,72    324.851,20.8,29146,1.43,,,,
L01-283,2017,5,GLENWOOD,2,3,7176,02    254.304,28.2,39466,1.43,,,,
L01-299,2019,5,STJOHN,2,2,8409,24    236.234,35.6,49786,1.43,,,,
L01-283,2014,5,MAGNOLIA,1,2,5524,69    284.478,19.4,27161.4,1.43,,,,
L03-371,2015,5,MARY,1,2,7408,18    258.630,28.6,40061.4,1.43,,,,
L99-233,2015,5,LANAUX,3,3,5875,38    200.160,29.4,41053.7,1.43,,,,
HOCP96-540,2019,5,LANDRY,3,1,3755,95    238.761,15.7,22001.4,1.43,,,,
HOCP04-838,2016,5,ALMA,2,3,5833,09    283.771,20.6,28749.1,1.43,,,,
HOCP04-838,2016,5,RHEBERT,2,3,8303,94    278.851,29.8,41649.1,1.43,,,,
L01-299,2016,5,LANDRY,1,2,6412,68    286.276,22.4,31329.1,1.43,,,,
L01-283,2019,3,STG,2,1,6933,87    244.256,28.4,39703.1,1.43,,,,
L99-233,2015,5,ALMA,3,1,6440,85    249.588,25.8,36092.2,1.43,,,,
